"","X","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","coeff","min_year","max_year","unique_break_identifier"
"13",72,"Electricity","AirEmissionStandards","DNK",2003,5,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"14",83,"International","Ratification of Climate Treaties","DNK",2003,7,"Other","International Co-operation",2,4,0,1,0,"OECD","","Ratification of Climate Treaties","International cooperation","Non-market","Regulation","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"15",103,"Cross_sectoral","RDD_Renewables","DNK",2004,9,"MBI","Other MBI",3,3,0,1,1,"OECD","","Public RD&D Renewables","Technology support","Market","Subsidy","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"16",112,"Cross_sectoral","RDD_CCS","DNK",2005,5,"MBI","Other MBI",5,5,1,1,1,"OECD","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","slow_increase",0.342988272899485,2001,2009,"DNK_2001_2009"
"17",130,"Electricity","ETS Electricity","DNK",2005,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"18",143,"Industry","ETS Industry","DNK",2005,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"19",163,"Cross_sectoral","RDD_Otherstorage","DNK",2006,5,"MBI","Other MBI",3,1,0,1,0,"OECD","","Public RD&D Energy storage","Technology support","Market","Subsidy","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"20",174,"Electricity","ETS Electricity","DNK",2006,8,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"21",194,"Industry","ETS Industry","DNK",2006,8,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"22",238,"Electricity","ETS Electricity","DNK",2008,8,"MBI","Carbon Pricing",4,0,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"23",252,"Industry","ETS Industry","DNK",2008,8,"MBI","Carbon Pricing",4,0,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"24",265,"Cross_sectoral","RDD_CCS","DNK",2009,7,"MBI","Other MBI",3,3,0,1,1,"OECD","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"25",280,"Cross_sectoral","RDD_Otherstorage","DNK",2009,10,"MBI","Other MBI",4,4,0,1,1,"OECD","","Public RD&D Energy storage","Technology support","Market","Subsidy","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"26",296,"Electricity","Feed-In-Tariffs","DNK",2009,3,"MBI","Subsidy",3,3,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",0.342988272899485,2001,2009,"DNK_2001_2009"
"27",65,"International","Ratification of Climate Treaties","ESP",2002,7,"Other","International Co-operation",2,2,0,1,1,"OECD","","Ratification of Climate Treaties","International cooperation","Non-market","Regulation","jump",0.674735604614428,2002,2004,"ESP_2002_2004"
"28",105,"Electricity","AirEmissionStandards","ESP",2004,5,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Air pollution standard","Non-market","Regulation","jump",0.674735604614428,2002,2004,"ESP_2002_2004"
