"","X","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name_fig_1","Policy_name_fig_2_3","Policy_name_fig_4","Market_non_market","Cluster_categories","label","coeff","min_year","max_year","unique_break_identifier"
"11",103,"Cross_sectoral","RDD_Renewables","DNK",2004,9,"MBI","Other MBI",3,3,0,1,1,"OECD","","Public RD&D Renewables","Technology support","Market","Subsidy","jump",0.406408265230035,2004,2006,"DNK_2004_2006"
"12",112,"Cross_sectoral","RDD_CCS","DNK",2005,5,"MBI","Other MBI",5,5,1,1,1,"OECD","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","slow_increase",0.406408265230035,2004,2006,"DNK_2004_2006"
"13",130,"Electricity","ETS Electricity","DNK",2005,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.406408265230035,2004,2006,"DNK_2004_2006"
"14",143,"Industry","ETS Industry","DNK",2005,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.406408265230035,2004,2006,"DNK_2004_2006"
"15",163,"Cross_sectoral","RDD_Otherstorage","DNK",2006,5,"MBI","Other MBI",3,1,0,1,0,"OECD","","Public RD&D Energy storage","Technology support","Market","Subsidy","jump",0.406408265230035,2004,2006,"DNK_2004_2006"
"16",174,"Electricity","ETS Electricity","DNK",2006,8,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.406408265230035,2004,2006,"DNK_2004_2006"
"17",194,"Industry","ETS Industry","DNK",2006,8,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.406408265230035,2004,2006,"DNK_2004_2006"
"18",112,"Cross_sectoral","RDD_CCS","DNK",2005,5,"MBI","Other MBI",5,5,1,1,1,"OECD","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","slow_increase",0.305298254786049,2005,2009,"DNK_2005_2009"
"19",130,"Electricity","ETS Electricity","DNK",2005,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"20",143,"Industry","ETS Industry","DNK",2005,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"21",163,"Cross_sectoral","RDD_Otherstorage","DNK",2006,5,"MBI","Other MBI",3,1,0,1,0,"OECD","","Public RD&D Energy storage","Technology support","Market","Subsidy","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"22",174,"Electricity","ETS Electricity","DNK",2006,8,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"23",194,"Industry","ETS Industry","DNK",2006,8,"MBI","Carbon Pricing",2,8,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"24",238,"Electricity","ETS Electricity","DNK",2008,8,"MBI","Carbon Pricing",4,0,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"25",252,"Industry","ETS Industry","DNK",2008,8,"MBI","Carbon Pricing",4,0,0,1,0,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"26",265,"Cross_sectoral","RDD_CCS","DNK",2009,7,"MBI","Other MBI",3,3,0,1,1,"OECD","","Public RD&D Carbon Capture and Storage","Technology support","Market","Subsidy","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"27",280,"Cross_sectoral","RDD_Otherstorage","DNK",2009,10,"MBI","Other MBI",4,4,0,1,1,"OECD","","Public RD&D Energy storage","Technology support","Market","Subsidy","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"28",296,"Electricity","Feed-In-Tariffs","DNK",2009,3,"MBI","Subsidy",3,3,0,1,1,"OECD","Renewable feed in tariff","Renewable feed in tariff","Renewable subsidy","Market","Subsidy","jump",0.305298254786049,2005,2009,"DNK_2005_2009"
"29",351,"Industry","MEPS electric motors","NOR",2011,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"30",384,"Electricity","Renewable energy certificates","NOR",2012,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"31",439,"Electricity","Renewable energy certificates","NOR",2014,6,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"32",472,"Electricity","Renewable energy certificates","NOR",2015,7,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","slow_increase",0.210478920816315,2011,2019,"NOR_2011_2019"
"33",496,"Industry","MEPS electric motors","NOR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Performance standard (electric motors)","Performance standard","Performance standard","Non-market","Regulation","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"34",520,"Electricity","PlanningRenewablesExpansion","NOR",2016,9,"NMBI","Other regulatory instruments",3,4,0,1,1,"OECD","Renewable expansion planning","Renewable expansion planning","Renewable planning","Non-market","Regulation","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"35",522,"Electricity","Renewable energy certificates","NOR",2016,8,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Renewable portfolio standard","Non-market","Regulation","slow_increase",0.210478920816315,2011,2019,"NOR_2011_2019"
"36",571,"International","Ratification of Climate Treaties","NOR",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD","","Ratification of Climate Treaties","International cooperation","Non-market","Regulation","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"37",577,"Cross_sectoral","RDD_Otherstorage","NOR",2018,10,"MBI","Other MBI",2,1,0,1,0,"OECD","","Public RD&D Energy storage","Technology support","Market","Subsidy","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"38",595,"Electricity","ETS Electricity","NOR",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"39",609,"Industry","ETS Industry","NOR",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","jump",0.210478920816315,2011,2019,"NOR_2011_2019"
"40",650,"Industry","ETS Industry","NOR",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emission trading scheme","Emission trading scheme","Taxation","Market","Pricing","slow_increase",0.210478920816315,2011,2019,"NOR_2011_2019"
